Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;4322;Client T04321;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);195196371;+33195196371;
Repris avec correction automatique;export_clients_cavegest.xlsx;4322;Client T04321;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4322;Client T04321;phone;Téléphone complété d'un zéro initial (perdu par le tableur);195196371;+33195196371;
Repris avec correction automatique;export_clients_cavegest.xlsx;4323;Client T04322;phone;Téléphone complété d'un zéro initial (perdu par le tableur);295698903;+33295698903;
Repris avec correction automatique;export_clients_cavegest.xlsx;4323;Client T04322;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);665770603;+33665770603;
Repris avec correction automatique;export_clients_cavegest.xlsx;4324;Client T04323;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);660812619;+33660812619;
Repris avec correction automatique;export_clients_cavegest.xlsx;4325;Client T04324;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4325;Client T04324;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);676114991;+33676114991;
Repris avec correction automatique;export_clients_cavegest.xlsx;4326;Client T04325;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4326;Client T04325;phone;Téléphone complété d'un zéro initial (perdu par le tableur);240949083;+33240949083;
Repris avec correction automatique;export_clients_cavegest.xlsx;4327;Client T04326;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4327;Client T04326;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);610195020;+33610195020;
Repris avec correction automatique;export_clients_cavegest.xlsx;4328;Client T04327;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4329;Client T04328;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4329;Client T04328;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4329;Client T04328;phone;Téléphone complété d'un zéro initial (perdu par le tableur);152049158;+33152049158;
Repris avec correction automatique;export_clients_cavegest.xlsx;4329;Client T04328;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);647217931;+33647217931;
Repris avec correction automatique;export_clients_cavegest.xlsx;4330;Client T04329;phone;Téléphone complété d'un zéro initial (perdu par le tableur);530843720;+33530843720;
Repris avec correction automatique;export_clients_cavegest.xlsx;4330;Client T04329;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);610056581;+33610056581;
Repris avec correction automatique;export_clients_cavegest.xlsx;4330;Client T04329;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4331;Client T04330;phone;Téléphone complété d'un zéro initial (perdu par le tableur);272362695;+33272362695;
Repris avec correction automatique;export_clients_cavegest.xlsx;4331;Client T04330;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);611589471;+33611589471;
Repris avec correction automatique;export_clients_cavegest.xlsx;4332;Client T04331;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4332;Client T04331;phone;Téléphone complété d'un zéro initial (perdu par le tableur);172318353;+33172318353;
Repris avec correction automatique;export_clients_cavegest.xlsx;4332;Client T04331;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4333;Client T04332;phone;Téléphone complété d'un zéro initial (perdu par le tableur);548141182;+33548141182;
Repris avec correction automatique;export_clients_cavegest.xlsx;4333;Client T04332;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4334;Client T04333;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);174562730;+33174562730;
Repris avec correction automatique;export_clients_cavegest.xlsx;4334;Client T04333;phone;Téléphone complété d'un zéro initial (perdu par le tableur);174562730;+33174562730;
Repris avec correction automatique;export_clients_cavegest.xlsx;4335;Client T04334;phone;Téléphone complété d'un zéro initial (perdu par le tableur);546815160;+33546815160;
Repris avec correction automatique;export_clients_cavegest.xlsx;4336;Client T04335;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4336;Client T04335;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4336;Client T04335;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);678429922;+33678429922;
Repris avec correction automatique;export_clients_cavegest.xlsx;4337;Client T04336;phone;Téléphone complété d'un zéro initial (perdu par le tableur);510369641;+33510369641;
Repris avec correction automatique;export_clients_cavegest.xlsx;4339;Client T04338;phone;Téléphone complété d'un zéro initial (perdu par le tableur);484939286;+33484939286;
Repris avec correction automatique;export_clients_cavegest.xlsx;4339;Client T04338;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);619113998;+33619113998;
Repris avec correction automatique;export_clients_cavegest.xlsx;4340;Client T04339;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4340;Client T04339;phone;Téléphone complété d'un zéro initial (perdu par le tableur);377046834;+33377046834;
Repris avec correction automatique;export_clients_cavegest.xlsx;4340;Client T04339;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);650527338;+33650527338;
Repris avec correction automatique;export_clients_cavegest.xlsx;4341;Client T04340;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4341;Client T04340;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4341;Client T04340;phone;Téléphone complété d'un zéro initial (perdu par le tableur);335126336;+33335126336;
Repris avec correction automatique;export_clients_cavegest.xlsx;4341;Client T04340;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);698655568;+33698655568;
Repris avec correction automatique;export_clients_cavegest.xlsx;4342;Client T04341;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);675423030;+33675423030;
Repris avec correction automatique;export_clients_cavegest.xlsx;4345;Client T04344;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4345;Client T04344;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4346;Client T04345;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4347;Client T04346;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4347;Client T04346;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4348;Client T04347;phone;Téléphone complété d'un zéro initial (perdu par le tableur);436066767;+33436066767;
Repris avec correction automatique;export_clients_cavegest.xlsx;4348;Client T04347;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);632262146;+33632262146;
Repris avec correction automatique;export_clients_cavegest.xlsx;4349;Client T04348;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4350;Client T04349;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4351;Client T04350;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4351;Client T04350;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);681124994;+33681124994;
Repris avec correction automatique;export_clients_cavegest.xlsx;4352;Client T04351;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4352;Client T04351;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4352;Client T04351;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4352;Client T04351;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4352;Client T04351;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);648957752;+33648957752;
Repris avec correction automatique;export_clients_cavegest.xlsx;4353;Client T04352;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);432379020;+33432379020;
Repris avec correction automatique;export_clients_cavegest.xlsx;4353;Client T04352;phone;Téléphone complété d'un zéro initial (perdu par le tableur);432379020;+33432379020;
Repris avec correction automatique;export_clients_cavegest.xlsx;4353;Client T04352;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;4354;Client T04353;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;4354;Client T04353;phone;Téléphone complété d'un zéro initial (perdu par le tableur);251715055;+33251715055;
Repris avec correction automatique;export_clients_cavegest.xlsx;4355;Client T04354;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);621391987;+33621391987;
Repris avec correction automatique;export_clients_cavegest.xlsx;4356;Client T04355;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;4356;Client T04355;phone;Téléphone complété d'un zéro initial (perdu par le tableur);565285021;+33565285021;
Repris avec correction automatique;export_clients_cavegest.xlsx;4357;Client T04356;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);658968267;+33658968267;
Repris avec correction automatique;export_clients_cavegest.xlsx;4358;Client T04357;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;4359;Client T04358;phone;Téléphone complété d'un zéro initial (perdu par le tableur);331924023;+33331924023;
Repris avec correction automatique;export_clients_cavegest.xlsx;4359;Client T04358;kind;Revendeur repris comme client;R;customer;
